Testtaker ID,Country,Region,Gender,Age,Year,Highest Level of Education,School/University,First-generation university,Employment Status,Role Applied,Department / Interest,Past Test Taker,Prepared with Online Materials,Desired Office,Ecosystem %,Time Spent on Ecosystem,Redrock %,Time Spent on Redrock,Seawolf %,Time Spent on Seawolf,Total Product Score,Process Score,Resume Score,Total Assessment Score,Status
MCK3683,Indonesia,Asia Pacific,Non-Binary,25,2024,Undergraduate,Universitas Islam Negeri Walisongo  ,No,Employed,Office Services Administrator,Global Administration,No,Yes,Switzerland,74,28,65,20,77,27,72,82,97,83.67,Pass
MCK3684,New Zealand,Asia Pacific,Male,28,2021,Masters,University of Canterbury  ,Yes,Student,Data Analyst,Analytics,Yes,Yes,Belgium,69,15,55,20,55,20,59.67,100,83,80.89,Pass
MCK3685,Qatar,Middle East,Female,21,2018,Undergraduate,Qatar University College of Science and Engineering  ,No,Unemployed,Data Analyst,Analytics,Yes,Yes,Egypt,48,20,57,25,76,16,60.33,90,88,79.44,Pass
MCK3686,Denmark,Europe,Male,31,2022,Post-Ph.D.,Copenhagen Business School,Yes,Employed,Data Engineer,Analytics,Yes,No,Qatar,75,23,77,20,75,27,75.67,68,88,77.22,Pass
MCK3687,Dominican Republic,Central and South America,Male,31,2024,Law,Universidad Católica Santo Domingo  ,No,Unemployed,Business Presentation Designer,Visual Graphics & Media,Yes,Yes,Croatia,85,20,63,24,98,16,82,70,78,76.67,Pass
MCK3688,Poland,Europe,Female,25,2020,Undergraduate,Pomeranian University in Słupsk  ,Yes,Unemployed,Communications Specialist - Sustainability,Communications,Yes,No,Angola,68,15,70,30,74,25,70.67,64,70,68.22,Fail
MCK3689,Uruguay,Central and South America,Non-Binary,25,2023,Masters,ORT Uruguay University  ,Yes,Employed,Business Presentation Designer,Visual Graphics & Media,Yes,No,Croatia,86,16,65,23,69,26,73.33,70,88,77.11,Pass
MCK3690,Morocco,Africa,Male,26,2018,MBA,Cadi Ayyad University  ,Yes,Self Employed,Junior Associate,Consulting,Yes,No,Philippines,81,27,68,23,80,22,76.33,92,77,81.78,Pass
MCK3691,Argentina,Central and South America,Female,24,2018,Masters,National University of Villa Mercedes  ,Yes,Employed,Executive Assistant,Global Administration,Yes,No,Singapore,97,28,63,22,54,20,71.33,92,96,86.44,Pass
MCK3692,Saudi Arabia,Middle East,Male,18,2018,High School,University of Dammam Faculty of Law  ,Yes,Student,Junior Associate,Consulting,No,No,Greece,77,33,53,35,63,32,64.33,67,63,64.78,Fail
MCK3693,Italy,Europe,Male,25,2019,Undergraduate,University of Siena  ,Yes,Student,Consultant,Consulting,Yes,No,Singapore,70,19,46,23,34,25,50,81,78,69.67,Fail
MCK3694,United States,North America,Female,28,2025,MBA,University of Rhode Island,No,Self Employed,Executive Assistant,Global Administration,No,Yes,Belgium,97,23,53,29,44,15,64.67,97,77,79.56,Pass
MCK3695,United Kingdom,Europe,Female,22,2018,Undergraduate,University of Middlesex  ,No,Self Employed,Data Engineer,Analytics,No,No,Malaysia,78,30,69,34,67,30,71.33,96,70,79.11,Pass
MCK3696,Nigeria,Africa,Non-Binary,28,2019,MBA,University of Lagos  ,Yes,Unemployed,Accountant,Finance,Yes,No,Sweden,56,29,39,23,100,24,65,68,97,76.67,Pass
MCK3697,Azerbaijan,Asia Pacific,Non-Binary,28,2019,Masters,Azerbaijan State Economic University (UNEC),Yes,Unemployed,Accountant,Finance,Yes,No,Italy,54,18,36,24,65,16,51.67,86,83,73.56,Fail
MCK3698,Guatemala,Central and South America,Female,20,2024,Undergraduate,Universidad San Pedro  ,No,Self Employed,Junior Associate,Consulting,Yes,No,Turkey,87,26,85,20,67,24,79.67,72,91,80.89,Pass
MCK3699,Uruguay,Central and South America,Female,25,2023,Undergraduate,University of Montevideo  ,No,Unemployed,Finance Analyst,Finance,Yes,Yes,Kazakhstan,72,20,41,25,86,15,66.33,81,71,72.78,Fail
MCK3700,Saudi Arabia,Middle East,Female,23,2019,Masters,University of Taif Faculty of Law  ,No,Self Employed,Director of Public Affairs - US Federal,Communications,Yes,No,Kazakhstan,74,21,59,29,77,20,70,97,92,86.33,Pass
MCK3701,Greater China,Asia Pacific,Non-Binary,19,2018,High School,Hong Kong Polytechnic University  ,No,Employed,Junior Associate,Consulting,No,Yes,Canada,80,25,58,16,90,17,76,93,64,77.67,Pass
MCK3702,United Kingdom,Europe,Non-Binary,28,2022,Masters,University of Manchester  ,No,Unemployed,Finance Analyst,Finance,Yes,No,Bahrain,51,23,63,23,76,22,63.33,72,79,71.44,Fail
MCK3703,Colombia,Central and South America,Female,20,2023,Undergraduate,Universidad Militar Nueva Granada  ,Yes,Employed,Business Presentation Designer,Visual Graphics & Media,No,Yes,Singapore,69,20,69,23,80,22,72.67,63,69,68.22,Fail
MCK3704,Singapore,Asia Pacific,Male,32,2025,MBA,Institute of Technical Education  ,Yes,Self Employed,Executive Assistant,Global Administration,No,Yes,Ireland,92,27,58,19,67,18,72.33,75,100,82.44,Pass
MCK3705,New Zealand,Asia Pacific,Non-Binary,25,2018,MBA,University of Waikato  ,No,Student,Consultant,Consulting,Yes,No,Kazakhstan,83,26,57,24,47,17,62.33,91,73,75.44,Pass
MCK3706,Vietnam,Asia Pacific,Male,24,2023,Masters,Dong A University  ,Yes,Unemployed,Business Presentation Designer,Visual Graphics & Media,Yes,No,France,88,25,32,26,76,25,65.33,64,89,72.78,Fail
MCK3707,Colombia,Central and South America,Non-Binary,32,2022,Ph.D.,Universidad Cooperativa de Colombia  ,Yes,Self Employed,Accountant,Finance,No,Yes,Czech Republic,100,22,68,23,60,26,76,70,61,69,Fail
MCK3708,Israel,Europe,Non-Binary,31,2018,MBA,The College of Law and Business  ,No,Employed,Junior Associate,Consulting,Yes,No,Austria,68,30,66,28,70,24,68,73,63,68,Fail
MCK3709,Ethiopia,Africa,Non-Binary,34,2023,Law,Mizan-Tepi University  ,Yes,Self Employed,Junior Associate,Consulting,No,Yes,Germany,86,21,82,20,90,23,86,79,76,80.33,Pass
MCK3710,South Korea,Asia Pacific,Non-Binary,29,2025,MBA,Busan National University of Foreign Studies  ,No,Self Employed,Junior Associate,Consulting,Yes,No,Angola,58,16,60,23,77,23,65,68,70,67.67,Fail
MCK3711,Thailand,Asia Pacific,Female,26,2024,Masters,Asian University of Thailand  ,No,Self Employed,Executive Assistant,Global Administration,No,No,Portugal,98,31,65,33,60,31,74.33,64,91,76.44,Pass
MCK3712,South Korea,Asia Pacific,Male,30,2020,Law,Chungnam National University School of Engineering  ,No,Employed,Accountant,Finance,No,No,Azerbaijan,82,35,87,34,66,33,78.33,62,60,66.78,Fail
MCK3713,United States,North America,Non-Binary,30,2021,Masters,University of Arkansas,Yes,Self Employed,Consultant,Consulting,No,No,Norway,64,31,60,34,60,30,61.33,92,99,84.11,Pass
MCK3714,Hungary,Europe,Non-Binary,30,2021,Masters,University of Budapest  ,No,Student,Communications Specialist - Sustainability,Communications,No,No,Austria,87,32,50,33,89,33,75.33,91,100,88.78,Pass
MCK3715,United States,North America,Male,25,2022,Undergraduate,University of South Dakota,Yes,Employed,Data Analyst,Analytics,No,Yes,Malaysia,82,19,70,18,80,22,77.33,82,92,83.78,Pass
MCK3716,Mexico,North America,Female,27,2022,Post-Ph.D.,Monterrey Institute of Technology and Higher Education  ,Yes,Unemployed,Communications Specialist - Sustainability,Communications,No,No,United Arab Emirates,88,35,55,35,55,34,66,63,63,64,Fail
MCK3717,Qatar,Middle East,Non-Binary,29,2023,Ph.D.,Qatar University College of Islamic Studies  ,No,Self Employed,Accountant,Finance,No,No,Qatar,68,35,74,34,44,30,62,90,66,72.67,Fail
MCK3718,United Kingdom,Europe,Female,28,2025,MBA,University of Oxford,No,Unemployed,Business Presentation Designer,Visual Graphics & Media,Yes,Yes,Angola,45,15,63,23,83,16,63.67,97,81,80.56,Pass
MCK3719,Norway,Europe,Female,20,2022,Undergraduate,Norwegian School of Economics  ,No,Self Employed,Communications Specialist - Sustainability,Communications,No,No,Luxembourg,90,30,46,34,52,32,62.67,60,60,60.89,Fail
MCK3720,Nigeria,Africa,Male,30,2018,Masters,Covenant University  ,Yes,Employed,Finance Analyst,Finance,Yes,Yes,Croatia,65,17,54,21,65,19,61.33,93,60,71.44,Fail
MCK3721,Poland,Europe,Female,26,2020,Law,Collegium Civitas  ,No,Unemployed,Accountant,Finance,No,No,Finland,77,35,81,33,69,31,75.67,74,66,71.89,Fail
MCK3722,Ethiopia,Africa,Male,23,2019,Undergraduate,Wolaita Sodo University  ,Yes,Unemployed,Finance Analyst,Finance,Yes,No,Australia,89,16,70,23,59,16,72.67,70,71,71.22,Fail
MCK3723,United Kingdom,Europe,Non-Binary,25,2021,Undergraduate,University of Warwick  ,Yes,Self Employed,Data Analyst,Analytics,Yes,No,India,85,15,69,28,70,17,74.67,77,90,80.56,Pass
MCK3724,Finland,Europe,Non-Binary,24,2023,Ph.D.,University of Turku  ,Yes,Unemployed,Executive Assistant,Global Administration,Yes,Yes,Greater China,78,16,59,22,54,16,63.67,93,90,82.22,Pass
MCK3725,Australia,Asia Pacific,Male,25,2019,Masters,Griffith University  ,No,Student,Finance Analyst,Finance,No,Yes,Singapore,100,21,76,21,78,30,84.67,70,97,83.89,Pass
MCK3726,Turkey,Europe,Female,25,2023,Masters,Istanbul Medeniyet University  ,No,Student,Consultant,Consulting,Yes,No,Pakistan,69,16,59,24,52,30,60,86,73,73,Fail
MCK3727,Ecuador,Central and South America,Male,25,2019,Law,Universidad Estatal Península de Santa Elena  ,Yes,Student,Executive Assistant,Global Administration,No,No,United Arab Emirates,82,32,65,33,67,33,71.33,91,95,85.78,Pass
MCK3728,Nigeria,Africa,Female,19,2020,Undergraduate,Babcock University  ,No,Unemployed,Business Presentation Designer,Visual Graphics & Media,No,No,Greece,75,30,56,34,63,33,64.67,95,93,84.22,Pass
MCK3729,Nigeria,Africa,Non-Binary,16,2018,High School,Starfield College,No,Student,Communications Specialist - Sustainability,Communications,Yes,No,Kenya,63,16,45,26,59,20,55.67,88,70,71.22,Fail
MCK3730,Bahrain,Middle East,Female,25,2020,Undergraduate,Royal College of Surgeons in Ireland – Bahrain  ,Yes,Unemployed,Finance Analyst,Finance,Yes,Yes,Thailand,66,16,76,21,61,15,67.67,97,100,88.22,Pass
MCK3731,United Kingdom,Europe,Non-Binary,19,2020,Undergraduate,University of Manchester  ,No,Unemployed,Communications Specialist - Sustainability,Communications,Yes,No,Pakistan,44,21,64,27,79,23,62.33,74,86,74.11,Fail
MCK3732,Singapore,Asia Pacific,Male,20,2025,Undergraduate,The British Council Singapore  ,Yes,Student,Data Engineer,Analytics,Yes,No,Brazil,90,30,62,30,53,20,68.33,76,68,70.78,Fail
MCK3733,Argentina,Central and South America,Female,26,2024,Masters,University Institute of the Argentine Federal Police  ,Yes,Student,Data Engineer,Analytics,Yes,Yes,Switzerland,63,18,69,23,92,19,74.67,92,93,86.56,Pass
MCK3734,Turkey,Europe,Male,24,2023,Undergraduate,Mersin University  ,Yes,Unemployed,Office Services Administrator,Global Administration,No,Yes,Chile,58,19,63,24,62,16,61,77,78,72,Fail
MCK3735,Sweden,Europe,Female,26,2021,Masters,Halmstad University  ,No,Self Employed,Senior Service Designer,Visual Graphics & Media,Yes,No,Israel,63,27,61,21,68,19,64,67,61,64,Fail
MCK3736,Bahrain,Middle East,Female,23,2020,Masters,AMA International University  ,No,Self Employed,Junior Associate,Consulting,No,Yes,Indonesia,45,22,63,28,75,22,61,82,74,72.33,Fail
MCK3737,Kenya,Africa,Male,33,2024,Ph.D.,St. Paul’s University  ,No,Unemployed,Finance Analyst,Finance,Yes,Yes,United Kingdom,86,17,51,21,46,17,61,98,77,78.67,Pass
MCK3738,Saudi Arabia,Middle East,Male,28,2024,Post-Ph.D.,Jubail Industrial College Faculty of Engineering  ,Yes,Student,Accountant,Finance,No,Yes,Luxembourg,69,28,71,21,69,18,69.67,92,76,79.22,Pass
MCK3739,Ecuador,Central and South America,Female,22,2023,Undergraduate,Universidad Estatal del Sur de Manabí  ,No,Student,Senior Service Designer,Visual Graphics & Media,No,No,France,88,35,40,35,82,31,70,78,73,73.67,Fail
MCK3740,Dominican Republic,Central and South America,Female,25,2022,Undergraduate,Universidad Dominicana O&M  ,No,Employed,Accountant,Finance,No,Yes,Bahrain,79,28,55,18,86,22,73.33,95,60,76.11,Pass
MCK3741,Australia,Asia Pacific,Non-Binary,25,2022,Masters,University of Newcastle  ,No,Employed,Junior Associate,Consulting,Yes,Yes,Greece,79,19,45,25,85,19,69.67,83,79,77.22,Pass
MCK3742,Israel,Europe,Female,26,2019,Masters,The Academic College of Tel Aviv-Yaffo  ,No,Self Employed,Junior Associate,Consulting,No,Yes,Luxembourg,71,16,61,27,57,29,63,98,71,77.33,Pass
MCK3743,United Kingdom,Europe,Non-Binary,21,2020,Undergraduate,University of Bristol,Yes,Student,Senior Service Designer,Visual Graphics & Media,Yes,No,South Africa,74,24,46,26,67,24,62.33,62,92,72.11,Fail
MCK3744,Czech Republic,Europe,Male,27,2022,MBA,Ostravská univerzita  ,No,Employed,Data Engineer,Analytics,No,Yes,Romania,75,28,69,19,49,24,64.33,80,93,79.11,Pass
MCK3745,Brazil,Central and South America,Male,24,2019,MBA,Federal University of Rio de Janeiro,Yes,Employed,Data Analyst,Analytics,No,Yes,Guatemala,90,21,76,26,67,23,77.67,100,97,91.56,Pass
MCK3746,Panama,Central and South America,Female,24,2020,Undergraduate,Panama International University  ,Yes,Self Employed,Data Engineer,Analytics,No,Yes,Sweden,77,21,65,30,71,21,71,71,81,74.33,Fail
MCK3747,Nigeria,Africa,Female,22,2022,Masters,"Federal University of Technology, Akure  ",Yes,Employed,Office Services Administrator,Global Administration,Yes,Yes,Greater China,84,16,54,24,59,18,65.67,88,79,77.56,Pass
MCK3748,Panama,Central and South America,Female,25,2022,MBA,Interamerican University of Panama  ,No,Self Employed,Director of Public Affairs - US Federal,Communications,Yes,Yes,Sweden,81,17,37,23,79,16,65.67,90,73,76.22,Pass
MCK3749,Ireland,Europe,Male,24,2019,MBA,Waterford College of Further Education  ,Yes,Unemployed,Executive Assistant,Global Administration,No,No,Netherlands,86,32,48,34,91,34,75,78,76,76.33,Pass
MCK3750,Italy,Europe,Male,16,2019,High School,University of Calabria  ,No,Self Employed,Consultant,Consulting,No,No,Philippines,70,30,53,33,60,31,61,79,96,78.67,Pass
MCK3751,Uruguay,Central and South America,Non-Binary,35,2019,Ph.D.,CLAEH University  ,No,Unemployed,Senior Service Designer,Visual Graphics & Media,No,No,Finland,82,30,54,35,48,35,61.33,76,66,67.78,Fail
MCK3752,Ethiopia,Africa,Non-Binary,29,2020,Masters,Jimma University  ,No,Student,Junior Associate,Consulting,Yes,No,Peru,80,28,56,25,86,30,74,93,88,85,Pass
MCK3753,Czech Republic,Europe,Non-Binary,31,2024,Law,Slezská univerzita v Opavě  ,No,Student,Senior Service Designer,Visual Graphics & Media,Yes,No,Brazil,80,20,64,27,85,21,76.33,64,67,69.11,Fail
MCK3754,Sri Lanka,Asia Pacific,Non-Binary,30,2021,Masters,National University of Performing Arts  ,Yes,Employed,Director of Public Affairs - US Federal,Communications,Yes,No,Portugal,77,29,72,20,60,28,69.67,74,70,71.22,Fail
MCK3755,Israel,Europe,Female,29,2022,MBA,Zefat Academic College  ,Yes,Student,Business Presentation Designer,Visual Graphics & Media,No,Yes,Netherlands,100,19,64,30,52,18,72,76,67,71.67,Fail
MCK3756,Kuwait,Middle East,Male,20,2021,Undergraduate,Kuwait University  ,Yes,Employed,Business Presentation Designer,Visual Graphics & Media,No,Yes,Canada,77,25,63,21,72,30,70.67,100,95,88.56,Pass
MCK3757,Panama,Central and South America,Non-Binary,25,2022,MBA,"University of Costa Rica, Panama Campus  ",No,Unemployed,Finance Analyst,Finance,Yes,Yes,Greater China,41,18,52,22,49,20,47.33,86,87,73.44,Fail
MCK3758,Turkey,Europe,Male,28,2020,MBA,University of Yeditepe  ,No,Unemployed,Executive Assistant,Global Administration,Yes,Yes,Peru,54,16,62,20,62,16,59.33,89,66,71.44,Fail
MCK3759,Greater China,Asia Pacific,Female,26,2023,Ph.D.,University of Hong Kong  ,No,Student,Executive Assistant,Global Administration,Yes,Yes,Morocco,70,17,47,22,91,15,69.33,81,92,80.78,Pass
MCK3760,United States,North America,Female,25,2022,MBA,University of South Carolina,Yes,Employed,Director of Public Affairs - US Federal,Communications,Yes,No,Poland,76,22,37,28,80,15,64.33,78,61,67.78,Fail
MCK3761,Ethiopia,Africa,Female,24,2023,Masters,Arba Minch University  ,Yes,Self Employed,Office Services Administrator,Global Administration,No,Yes,Poland,70,30,78,20,70,28,72.67,92,95,86.56,Pass
MCK3762,Saudi Arabia,Middle East,Male,23,2018,Undergraduate,University of Business and Technology Faculty of Engineering  ,No,Self Employed,Accountant,Finance,No,No,Bahrain,65,32,52,34,64,30,60.33,72,88,73.44,Fail
MCK3763,Poland,Europe,Non-Binary,28,2025,Law,University of Kraków  ,Yes,Unemployed,Accountant,Finance,Yes,No,Denmark,82,28,48,22,89,27,73,96,66,78.33,Pass
MCK3764,New Zealand,Asia Pacific,Male,23,2024,Ph.D.,Massey University  ,Yes,Employed,Business Presentation Designer,Visual Graphics & Media,No,No,Norway,81,31,63,33,71,33,71.67,64,98,77.89,Pass
MCK3765,Sweden,Europe,Female,29,2021,MBA,Halmstad University  ,No,Self Employed,Data Analyst,Analytics,No,Yes,France,75,18,41,15,74,27,63.33,65,71,66.44,Fail
MCK3766,Greece,Europe,Male,33,2018,Post-Ph.D.,University of Syros  ,No,Self Employed,Senior Service Designer,Visual Graphics & Media,No,Yes,Vietnam,100,17,70,24,77,25,82.33,65,77,74.78,Fail
MCK3767,Hungary,Europe,Female,29,2024,MBA,University of Eger  ,Yes,Employed,Data Analyst,Analytics,No,Yes,United Kingdom,52,29,76,17,82,18,70,92,94,85.33,Pass
MCK3768,Argentina,Central and South America,Non-Binary,20,2018,Undergraduate,University of San Pablo-T  ,No,Student,Finance Analyst,Finance,Yes,Yes,Philippines,93,15,46,24,64,20,67.67,67,96,76.89,Pass
MCK3769,Peru,Central and South America,Non-Binary,31,2021,MBA,Pontifical Catholic University of Peru  ,No,Student,Office Services Administrator,Global Administration,Yes,Yes,Croatia,53,15,36,20,61,15,50,98,70,72.67,Fail
MCK3770,Azerbaijan,Asia Pacific,Non-Binary,20,2021,Undergraduate,Azerbaijan State Economic University (UNEC),No,Self Employed,Finance Analyst,Finance,No,No,Pakistan,82,35,54,34,60,32,65.33,72,100,79.11,Pass
MCK3771,United Kingdom,Europe,Male,34,2023,Ph.D.,University of Warwick  ,No,Student,Junior Associate,Consulting,No,Yes,Japan,80,17,11,18,62,27,51,97,88,78.67,Pass
MCK3772,Brazil,Central and South America,Female,26,2018,Masters,Universidade de São Paulo,Yes,Employed,Finance Analyst,Finance,No,Yes,Portugal,80,24,54,17,89,28,74.33,61,80,71.78,Fail
MCK3773,Chile,Central and South America,Non-Binary,16,2018,High School,Chile International School,No,Employed,Senior Service Designer,Visual Graphics & Media,Yes,No,Ireland,65,28,51,25,55,28,57,81,86,74.67,Fail
MCK3774,Norway,Europe,Female,18,2018,Undergraduate,Oslo Metropolitan University  ,Yes,Employed,Executive Assistant,Global Administration,No,Yes,Kazakhstan,64,27,64,29,82,28,70,99,92,87,Pass
MCK3775,United Kingdom,Europe,Female,38,2022,Post-Ph.D.,University of Oxford,No,Employed,Data Analyst,Analytics,No,Yes,France,100,17,69,16,52,23,73.67,94,71,79.56,Pass
MCK3776,Qatar,Middle East,Male,25,2022,Undergraduate,University of Science and Technology  ,No,Employed,Data Engineer,Analytics,No,Yes,Spain,94,24,67,30,70,21,77,60,66,67.67,Fail
MCK3777,Argentina,Central and South America,Male,29,2024,MBA,National University of La Rioja  ,No,Unemployed,Data Engineer,Analytics,No,No,Colombia,91,35,96,34,67,30,84.67,86,77,82.56,Pass
MCK3778,Norway,Europe,Non-Binary,19,2025,Undergraduate,Norwegian University of Life Sciences  ,No,Employed,Consultant,Consulting,Yes,Yes,Thailand,63,17,80,19,100,20,81,65,73,73,Fail
MCK3779,Ecuador,Central and South America,Non-Binary,29,2025,Masters,Universidad de Cuenca  ,Yes,Self Employed,Director of Public Affairs - US Federal,Communications,Yes,No,Finland,77,16,60,26,73,17,70,83,90,81,Pass
MCK3780,Brazil,Central and South America,Female,24,2019,Undergraduate,Universidade de São Paulo,No,Unemployed,Junior Associate,Consulting,No,Yes,Morocco,82,27,39,25,75,18,65.33,66,87,72.78,Fail
MCK3781,Qatar,Middle East,Male,30,2019,Post-Ph.D.,Qatar University College of Hospitality and Tourism  ,No,Student,Finance Analyst,Finance,No,Yes,Spain,79,18,63,19,73,28,71.67,76,63,70.22,Fail
MCK3782,Uruguay,Central and South America,Male,30,2020,Masters,CLAEH University  ,Yes,Self Employed,Accountant,Finance,Yes,No,Australia,76,28,28,30,59,30,54.33,99,70,74.44,Fail
MCK3783,Romania,Europe,Female,23,2025,Ph.D.,University of Bucharest Faculty of Chemistry  ,Yes,Unemployed,Communications Specialist - Sustainability,Communications,Yes,No,New Zealand,88,20,76,27,64,15,76,93,74,81,Pass
MCK3784,United Kingdom,Europe,Non-Binary,23,2021,Undergraduate,University of Bristol,No,Self Employed,Communications Specialist - Sustainability,Communications,No,Yes,Mexico,61,21,71,29,74,26,68.67,89,100,85.89,Pass
MCK3785,India,Asia Pacific,Male,29,2023,MBA,IIT Madras,Yes,Employed,Data Engineer,Analytics,No,Yes,Nigeria,73,29,73,23,52,23,66,98,66,76.67,Pass
MCK3786,United Kingdom,Europe,Male,27,2022,Medical Doctor,University of Kingston  ,No,Student,Senior Service Designer,Visual Graphics & Media,No,No,Peru,92,30,37,34,58,34,62.33,73,71,68.78,Fail
MCK3787,India,Asia Pacific,Non-Binary,26,2018,Masters,IIM Ahmedabad,No,Employed,Communications Specialist - Sustainability,Communications,No,Yes,Saudi Arabia,59,15,51,25,75,19,61.67,86,96,81.22,Pass
MCK3788,Japan,Asia Pacific,Female,29,2019,Masters,University of Keio  ,Yes,Self Employed,Business Presentation Designer,Visual Graphics & Media,No,Yes,Germany,85,17,59,24,51,27,65,82,93,80,Pass
MCK3789,Argentina,Central and South America,Non-Binary,28,2021,Masters,National University of General San Martín  ,Yes,Self Employed,Data Engineer,Analytics,Yes,Yes,Ecuador,45,15,73,24,81,15,66.33,70,65,67.11,Fail
MCK3790,Vietnam,Asia Pacific,Female,26,2020,Masters,Van Hien University  ,Yes,Student,Business Presentation Designer,Visual Graphics & Media,No,Yes,Nigeria,91,26,58,30,80,24,76.33,97,100,91.11,Pass
MCK3791,Finland,Europe,Female,24,2019,Ph.D.,Tampere University  ,Yes,Unemployed,Senior Service Designer,Visual Graphics & Media,Yes,No,Norway,65,23,67,20,63,30,65,79,67,70.33,Fail
MCK3792,Guatemala,Central and South America,Non-Binary,30,2025,Ph.D.,Universidad Zamorano  ,Yes,Student,Business Presentation Designer,Visual Graphics & Media,No,Yes,Greater China,63,18,63,21,73,20,66.33,88,95,83.11,Pass
MCK3793,Israel,Europe,Non-Binary,24,2019,Masters,Lev Academic Center  ,Yes,Self Employed,Finance Analyst,Finance,Yes,Yes,Netherlands,89,16,41,22,84,15,71.33,92,99,87.44,Pass
MCK3794,Thailand,Asia Pacific,Non-Binary,22,2020,Masters,Burapha University  ,No,Unemployed,Office Services Administrator,Global Administration,Yes,No,France,77,16,76,26,86,26,79.67,73,60,70.89,Fail
MCK3795,Singapore,Asia Pacific,Male,27,2019,MBA,The University of Melbourne Singapore  ,No,Employed,Communications Specialist - Sustainability,Communications,Yes,No,Kenya,38,21,76,27,86,30,66.67,60,72,66.22,Fail
MCK3796,Germany,Europe,Female,25,2023,Medical Doctor,Universität Mannheim  ,No,Student,Executive Assistant,Global Administration,No,No,Denmark,56,32,37,35,82,31,58.33,91,85,78.11,Pass
MCK3797,Australia,Asia Pacific,Non-Binary,23,2024,Ph.D.,Bond University  ,No,Self Employed,Accountant,Finance,Yes,No,Poland,77,26,50,25,92,28,73,71,65,69.67,Fail
MCK3798,Singapore,Asia Pacific,Female,25,2019,Undergraduate,The University of Sydney Singapore  ,No,Employed,Communications Specialist - Sustainability,Communications,Yes,No,Ukraine,80,21,29,25,55,29,54.67,61,62,59.22,Fail
MCK3799,Morocco,Africa,Female,24,2019,Undergraduate,Université Privée de Marrakech  ,No,Employed,Director of Public Affairs - US Federal,Communications,No,Yes,Belgium,91,29,61,21,59,17,70.33,78,87,78.44,Pass
MCK3800,United States,North America,Male,25,2023,Undergraduate,University of Colorado Boulder,No,Employed,Accountant,Finance,No,Yes,Egypt,82,17,51,30,51,17,61.33,66,62,63.11,Fail
MCK3801,Norway,Europe,Female,30,2023,Masters,Norwegian Academy of Music  ,Yes,Self Employed,Data Analyst,Analytics,Yes,No,Hungary,90,26,78,25,77,18,81.67,68,70,73.22,Fail
MCK3802,Austria,Europe,Female,32,2025,MBA,University of Innsbruck  ,Yes,Unemployed,Office Services Administrator,Global Administration,No,No,Austria,52,34,88,34,97,35,79,87,98,88,Pass
MCK3803,United States,North America,Non-Binary,24,2021,Undergraduate,University of Idaho,No,Self Employed,Accountant,Finance,No,No,Ethiopia,94,32,65,33,71,33,76.67,94,88,86.22,Pass
MCK3804,Switzerland,Europe,Male,26,2025,MBA,Swiss Academy of International Education  ,Yes,Self Employed,Communications Specialist - Sustainability,Communications,Yes,No,Qatar,82,18,43,23,62,16,62.33,67,88,72.44,Fail
MCK3805,Saudi Arabia,Middle East,Female,28,2023,Masters,University of Jeddah Faculty of Engineering  ,No,Unemployed,Communications Specialist - Sustainability,Communications,No,Yes,Sri Lanka,66,16,69,17,74,22,69.67,75,71,71.89,Fail
MCK3806,United Kingdom,Europe,Male,29,2022,Law,University of London  ,No,Student,Communications Specialist - Sustainability,Communications,Yes,No,Mexico,61,26,36,30,75,21,57.33,85,93,78.44,Pass
MCK3807,Japan,Asia Pacific,Non-Binary,24,2025,MBA,University of Tokyo  ,No,Self Employed,Data Engineer,Analytics,No,No,India,59,34,41,35,100,35,66.67,76,91,77.89,Pass
MCK3808,Indonesia,Asia Pacific,Male,22,2021,Masters,Universitas Bengkulu  ,No,Student,Communications Specialist - Sustainability,Communications,Yes,Yes,Portugal,100,20,53,23,43,16,65.33,90,90,81.78,Pass
MCK3809,Greece,Europe,Female,24,2022,Masters,University of Alexandroupolis  ,Yes,Self Employed,Director of Public Affairs - US Federal,Communications,Yes,Yes,Qatar,93,16,65,24,82,18,80,88,83,83.67,Pass
MCK3810,United States,North America,Male,31,2023,Ph.D.,"University of Tennessee, Knoxville",No,Student,Data Analyst,Analytics,No,Yes,Japan,65,28,44,20,66,17,58.33,83,69,70.11,Fail
MCK3811,Guatemala,Central and South America,Non-Binary,27,2019,MBA,Universidad de Ciudad Vieja  ,No,Student,Junior Associate,Consulting,No,No,United States,78,33,49,33,89,32,72,86,65,74.33,Fail
MCK3812,Singapore,Asia Pacific,Male,19,2024,High School,The University of New South Wales Singapore  ,No,Student,Office Services Administrator,Global Administration,No,No,Hungary,49,30,66,34,72,35,62.33,84,88,78.11,Pass
MCK3813,Netherlands,Europe,Female,24,2023,Law,Open University of the Netherlands  ,No,Student,Office Services Administrator,Global Administration,Yes,Yes,Luxembourg,93,20,46,22,81,18,73.33,79,95,82.44,Pass
MCK3814,Panama,Central and South America,Male,24,2025,MBA,Metropolitan University of Education Sciences  ,No,Self Employed,Director of Public Affairs - US Federal,Communications,No,Yes,Chile,82,25,64,18,57,18,67.67,92,70,76.56,Pass
MCK3815,Thailand,Asia Pacific,Male,22,2023,Undergraduate,Sukhothai Thammathirat University  ,Yes,Employed,Junior Associate,Consulting,No,No,Malaysia,63,30,56,33,62,30,60.33,82,67,69.78,Fail
